dimensions,width,height
"(183, 275)",183,275
"(302, 167)",302,167
"(225, 224)",225,224
"(284, 177)",284,177
"(275, 183)",275,183
"(700, 525)",700,525
"(612, 612)",612,612
"(612, 407)",612,407
"(612, 408)",612,408
"(2560, 1600)",2560,1600
"(284, 177)",284,177
"(224, 224)",224,224
"(800, 450)",800,450
"(3066, 2040)",3066,2040
"(2560, 1600)",2560,1600
"(795, 530)",795,530
"(183, 275)",183,275
"(600, 900)",600,900
"(390, 280)",390,280
"(183, 275)",183,275
"(900, 1849)",900,1849
"(275, 183)",275,183
"(390, 280)",390,280
"(236, 224)",236,224
"(300, 168)",300,168
"(225, 225)",225,225
"(510, 340)",510,340
"(284, 177)",284,177
"(1600, 800)",1600,800
"(275, 183)",275,183
"(300, 168)",300,168
"(407, 612)",407,612
"(259, 194)",259,194
"(432, 117)",432,117
"(510, 340)",510,340
"(225, 225)",225,225
"(250, 202)",250,202
"(275, 183)",275,183
"(275, 183)",275,183
"(259, 194)",259,194
"(209, 241)",209,241
"(194, 259)",194,259
"(360, 360)",360,360
"(3840, 2400)",3840,2400
"(1920, 1080)",1920,1080
"(300, 168)",300,168
"(300, 168)",300,168
"(178, 282)",178,282
"(259, 194)",259,194
"(284, 177)",284,177
"(275, 183)",275,183
"(1000, 667)",1000,667
"(284, 177)",284,177
"(284, 177)",284,177
"(204, 247)",204,247
"(166, 304)",166,304
"(612, 408)",612,408
"(355, 200)",355,200
"(900, 800)",900,800
"(275, 183)",275,183
"(1200, 667)",1200,667
"(275, 183)",275,183
"(275, 183)",275,183
"(640, 360)",640,360
"(275, 183)",275,183
"(390, 280)",390,280
"(265, 190)",265,190
"(259, 194)",259,194
"(1920, 1200)",1920,1200
"(282, 178)",282,178
"(620, 392)",620,392
"(265, 190)",265,190
"(259, 194)",259,194
"(300, 168)",300,168
"(156, 322)",156,322
"(278, 182)",278,182
"(154, 327)",154,327
"(275, 183)",275,183
"(466, 467)",466,467
"(183, 275)",183,275
"(255, 198)",255,198
"(259, 194)",259,194
"(299, 168)",299,168
"(275, 183)",275,183
"(220, 229)",220,229
"(347, 280)",347,280
"(1600, 1200)",1600,1200
"(850, 1512)",850,1512
"(300, 168)",300,168
"(225, 225)",225,225
"(275, 183)",275,183
"(183, 275)",183,275
"(168, 299)",168,299
"(236, 354)",236,354
"(1920, 1280)",1920,1280
"(264, 191)",264,191
"(225, 225)",225,225
"(1000, 1506)",1000,1506
"(284, 177)",284,177
"(1000, 1500)",1000,1500
"(600, 600)",600,600
"(362, 280)",362,280
"(177, 284)",177,284
"(1000, 1500)",1000,1500
"(300, 168)",300,168
"(275, 183)",275,183
"(1200, 800)",1200,800
"(276, 183)",276,183
"(608, 407)",608,407
"(275, 183)",275,183
"(183, 275)",183,275
"(837, 480)",837,480
"(183, 275)",183,275
"(728, 455)",728,455
"(2048, 1365)",2048,1365
"(282, 179)",282,179
"(275, 183)",275,183
"(275, 183)",275,183
"(275, 183)",275,183
"(2880, 1800)",2880,1800
"(185, 273)",185,273
"(800, 500)",800,500
"(275, 183)",275,183
"(168, 299)",168,299
"(1000, 1504)",1000,1504
"(1125, 2436)",1125,2436
"(183, 275)",183,275
"(225, 225)",225,225
"(236, 419)",236,419
"(238, 212)",238,212
"(183, 275)",183,275
"(168, 300)",168,300
"(300, 168)",300,168
"(1500, 998)",1500,998
"(510, 340)",510,340
"(4223, 2887)",4223,2887
"(275, 183)",275,183
"(342, 147)",342,147
"(168, 299)",168,299
"(531, 612)",531,612
"(275, 183)",275,183
"(221, 228)",221,228
"(259, 194)",259,194
"(633, 280)",633,280
"(225, 225)",225,225
"(308, 164)",308,164
"(269, 187)",269,187
"(275, 183)",275,183
"(225, 225)",225,225
"(259, 194)",259,194
"(183, 275)",183,275
"(225, 225)",225,225
"(203, 248)",203,248
"(225, 225)",225,225
"(275, 183)",275,183
"(396, 243)",396,243
"(612, 408)",612,408
"(284, 177)",284,177
"(800, 532)",800,532
"(300, 168)",300,168
"(236, 354)",236,354
"(284, 177)",284,177
"(225, 225)",225,225
"(278, 182)",278,182
"(285, 177)",285,177
"(225, 225)",225,225
"(200, 150)",200,150
"(612, 407)",612,407
"(728, 485)",728,485
"(865, 480)",865,480
"(204, 247)",204,247
"(348, 1366)",348,1366
"(300, 168)",300,168
"(334, 151)",334,151
"(275, 183)",275,183
"(330, 153)",330,153
"(183, 275)",183,275
"(275, 183)",275,183
"(1920, 1280)",1920,1280
"(292, 173)",292,173
"(900, 2036)",900,2036
"(336, 150)",336,150
"(275, 183)",275,183
"(259, 194)",259,194
"(510, 340)",510,340
"(1200, 800)",1200,800
"(1200, 667)",1200,667
"(1920, 1080)",1920,1080
"(408, 612)",408,612
"(210, 240)",210,240
"(278, 181)",278,181
"(346, 146)",346,146
"(284, 177)",284,177
"(1000, 667)",1000,667
"(500, 333)",500,333
"(510, 340)",510,340
"(287, 176)",287,176
"(900, 598)",900,598
"(236, 300)",236,300
"(183, 275)",183,275
"(728, 485)",728,485
"(300, 168)",300,168
"(318, 159)",318,159
"(167, 301)",167,301
"(480, 360)",480,360
"(728, 485)",728,485
"(1000, 562)",1000,562
"(178, 284)",178,284
"(200, 252)",200,252
"(259, 194)",259,194
"(390, 280)",390,280
"(616, 280)",616,280
"(728, 486)",728,486
"(224, 280)",224,280
"(512, 512)",512,512
"(300, 168)",300,168
"(247, 204)",247,204
"(800, 600)",800,600
"(1920, 1200)",1920,1200
"(355, 355)",355,355
"(259, 194)",259,194
"(612, 580)",612,580
"(544, 340)",544,340
"(275, 183)",275,183
"(259, 194)",259,194
"(1920, 1080)",1920,1080
"(350, 197)",350,197
"(3264, 2448)",3264,2448
"(183, 275)",183,275
"(450, 450)",450,450
"(284, 177)",284,177
"(275, 183)",275,183
"(200, 355)",200,355
"(301, 167)",301,167
"(293, 172)",293,172
"(1000, 1250)",1000,1250
"(287, 176)",287,176
"(152, 331)",152,331
"(275, 183)",275,183
"(350, 144)",350,144
"(300, 168)",300,168
"(800, 1280)",800,1280
"(1000, 667)",1000,667
"(168, 299)",168,299
"(2048, 1365)",2048,1365
"(225, 225)",225,225
"(408, 612)",408,612
"(284, 177)",284,177
"(3500, 2301)",3500,2301
"(183, 275)",183,275
"(265, 190)",265,190
"(300, 168)",300,168
"(168, 299)",168,299
"(259, 194)",259,194
"(275, 183)",275,183
"(187, 269)",187,269
"(275, 183)",275,183
"(275, 183)",275,183
"(2000, 1334)",2000,1334
"(276, 183)",276,183
"(236, 485)",236,485
"(900, 632)",900,632
"(612, 408)",612,408
"(800, 535)",800,535
"(152, 331)",152,331
"(1080, 675)",1080,675
"(781, 280)",781,280
"(275, 183)",275,183
"(1920, 1039)",1920,1039
"(1000, 1500)",1000,1500
"(1280, 960)",1280,960
"(225, 225)",225,225
"(238, 212)",238,212
"(236, 498)",236,498
"(300, 168)",300,168
"(1920, 1300)",1920,1300
"(183, 275)",183,275
"(318, 159)",318,159
"(275, 183)",275,183
"(910, 607)",910,607
"(297, 582)",297,582
"(1400, 1050)",1400,1050
"(267, 189)",267,189
"(173, 292)",173,292
"(236, 295)",236,295
"(800, 533)",800,533
"(435, 280)",435,280
"(510, 340)",510,340
"(640, 427)",640,427
"(275, 183)",275,183
"(542, 360)",542,360
"(275, 183)",275,183
"(287, 176)",287,176
"(612, 383)",612,383
"(235, 377)",235,377
"(299, 169)",299,169
"(290, 174)",290,174
"(1000, 664)",1000,664
"(1200, 1798)",1200,1798
"(168, 300)",168,300
"(225, 225)",225,225
"(393, 280)",393,280
"(275, 183)",275,183
"(510, 340)",510,340
"(275, 183)",275,183
"(1024, 1362)",1024,1362
"(344, 147)",344,147
"(510, 340)",510,340
"(1600, 1200)",1600,1200
"(253, 199)",253,199
"(600, 900)",600,900
"(275, 183)",275,183
"(275, 183)",275,183
"(612, 408)",612,408
"(272, 186)",272,186
"(612, 408)",612,408
"(289, 175)",289,175
"(299, 168)",299,168
"(183, 276)",183,276
"(640, 360)",640,360
"(284, 177)",284,177
"(526, 664)",526,664
"(224, 224)",224,224
"(951, 630)",951,630
"(275, 183)",275,183
"(259, 194)",259,194
"(348, 606)",348,606
"(201, 251)",201,251
"(510, 340)",510,340
"(275, 183)",275,183
"(360, 640)",360,640
"(409, 612)",409,612
"(1920, 1280)",1920,1280
"(711, 600)",711,600
"(800, 800)",800,800
"(284, 177)",284,177
"(411, 280)",411,280
"(168, 300)",168,300
"(275, 183)",275,183
"(300, 168)",300,168
"(225, 225)",225,225
"(299, 168)",299,168
"(355, 142)",355,142
"(275, 183)",275,183
"(278, 182)",278,182
"(275, 183)",275,183
"(766, 532)",766,532
"(273, 185)",273,185
"(183, 275)",183,275
"(1000, 667)",1000,667
"(236, 419)",236,419
"(276, 183)",276,183
"(1920, 1080)",1920,1080
"(1000, 800)",1000,800
"(168, 299)",168,299
"(275, 183)",275,183
"(550, 360)",550,360
"(275, 183)",275,183
"(259, 195)",259,195
"(471, 340)",471,340
"(300, 168)",300,168
"(626, 417)",626,417
"(225, 225)",225,225
"(275, 183)",275,183
"(390, 280)",390,280
"(2000, 1413)",2000,1413
"(275, 183)",275,183
"(183, 275)",183,275
"(225, 225)",225,225
"(284, 177)",284,177
"(1000, 1333)",1000,1333
"(270, 187)",270,187
"(284, 177)",284,177
"(236, 295)",236,295
"(384, 612)",384,612
"(617, 264)",617,264
"(245, 205)",245,205
"(612, 612)",612,612
"(1582, 2000)",1582,2000
"(183, 275)",183,275
"(500, 313)",500,313
"(183, 275)",183,275
"(299, 168)",299,168
"(154, 326)",154,326
"(236, 485)",236,485
"(185, 272)",185,272
"(1000, 1500)",1000,1500
"(612, 408)",612,408
"(183, 275)",183,275
"(201, 251)",201,251
"(225, 225)",225,225
"(225, 225)",225,225
"(275, 183)",275,183
"(275, 183)",275,183
"(195, 280)",195,280
"(289, 174)",289,174
"(800, 533)",800,533
"(510, 340)",510,340
"(183, 275)",183,275
"(224, 224)",224,224
"(225, 225)",225,225
"(333, 151)",333,151
"(183, 275)",183,275
"(168, 299)",168,299
"(779, 564)",779,564
"(350, 263)",350,263
"(284, 177)",284,177
"(800, 507)",800,507
"(1000, 1500)",1000,1500
"(300, 168)",300,168
"(301, 167)",301,167
"(509, 339)",509,339
"(259, 194)",259,194
"(612, 467)",612,467
"(1000, 778)",1000,778
"(156, 322)",156,322
"(225, 224)",225,224
"(360, 360)",360,360
"(275, 183)",275,183
"(1000, 1000)",1000,1000
"(284, 177)",284,177
"(800, 800)",800,800
"(275, 183)",275,183
"(800, 1422)",800,1422
"(276, 183)",276,183
"(259, 194)",259,194
"(201, 251)",201,251
"(300, 168)",300,168
"(225, 225)",225,225
"(650, 406)",650,406
"(390, 280)",390,280
"(194, 259)",194,259
"(343, 147)",343,147
"(224, 224)",224,224
"(1600, 958)",1600,958
"(2560, 1600)",2560,1600
"(306, 165)",306,165
"(300, 168)",300,168
"(225, 225)",225,225
"(152, 331)",152,331
"(920, 920)",920,920
"(275, 183)",275,183
"(2560, 1600)",2560,1600
"(612, 408)",612,408
"(4225, 2831)",4225,2831
"(612, 298)",612,298
"(592, 612)",592,612
"(268, 188)",268,188
"(920, 2003)",920,2003
"(200, 200)",200,200
"(1920, 1080)",1920,1080
"(225, 300)",225,300
"(800, 531)",800,531
"(510, 340)",510,340
"(311, 162)",311,162
"(183, 275)",183,275
"(1920, 1280)",1920,1280
"(183, 275)",183,275
"(257, 196)",257,196
"(159, 318)",159,318
"(266, 189)",266,189
"(300, 168)",300,168
"(275, 183)",275,183
"(168, 299)",168,299
"(612, 408)",612,408
"(244, 206)",244,206
"(101, 400)",101,400
"(225, 225)",225,225
"(275, 183)",275,183
"(284, 177)",284,177
"(300, 168)",300,168
"(255, 198)",255,198
"(154, 326)",154,326
"(224, 225)",224,225
"(225, 225)",225,225
"(227, 340)",227,340
"(275, 183)",275,183
"(612, 408)",612,408
"(2121, 1414)",2121,1414
"(201, 251)",201,251
"(225, 225)",225,225
"(299, 168)",299,168
"(1000, 1500)",1000,1500
"(577, 577)",577,577
"(612, 365)",612,365
"(640, 640)",640,640
"(360, 360)",360,360
"(201, 251)",201,251
"(390, 280)",390,280
"(425, 425)",425,425
"(225, 225)",225,225
"(2560, 1600)",2560,1600
"(191, 340)",191,340
"(200, 355)",200,355
"(284, 177)",284,177
"(265, 190)",265,190
"(177, 284)",177,284
"(284, 177)",284,177
"(612, 400)",612,400
"(275, 183)",275,183
"(509, 338)",509,338
"(500, 500)",500,500
"(170, 297)",170,297
"(612, 376)",612,376
"(259, 194)",259,194
"(183, 275)",183,275
"(737, 900)",737,900
"(612, 408)",612,408
"(318, 159)",318,159
"(177, 285)",177,285
"(251, 201)",251,201
"(225, 225)",225,225
"(272, 185)",272,185
"(152, 331)",152,331
"(194, 259)",194,259
